file_name,transcription
data/test/sp023/sp023-000392_005.mp3,nAsO nAsti na aDigamyata iti vA Sakyam vaditum
data/test/sp023/sp023-000393_005.mp3,ya eva nirAkartA tasyEva AtmatvAt
data/test/sp023/sp023-000394_005.mp3,nanu AtmA ahampratyayavizayatvAt upanizatsveva vijYAyata iti anupapannam
data/test/sp023/sp023-000395_005.mp3,na tatsAkzitvena pratyuktatvAt
data/test/sp023/sp023-000396_005.mp3,na hi ahampratyayavizayakartfvyatirekeRa tatsAkzI sarvaBUtasTaH sama ekaH kUwasTanityaH puruzo viDikARqe tarkasamaye vA kenacit aDigataH sarvasyAtmA
data/test/sp023/sp023-000397_005.mp3,ataH sa na kenacit pratyAKyAtum SakyaH
data/test/sp023/sp023-000398_005.mp3,viDiSezatvam vA netum
data/test/sp023/sp023-000399_005.mp3,AtmatvAdeva ca sarvezAm
data/test/sp023/sp023-000400_005.mp3,na heyo nApi upAdeyaH
data/test/sp023/sp023-000401_005.mp3,sarvam hi vinaSyadvikArajAtam puruzAntam vinaSyati
data/test/sp023/sp023-000402_005.mp3,puruzo hi vinASahetvaBAvAt avinASI
data/test/sp023/sp023-000403_005.mp3,vikriyAhetvaBAvAcca kUwasTanityaH
data/test/sp023/sp023-000404_005.mp3,ata eva nityaSudDabudDamuktasvaBAvaH
data/test/sp023/sp023-000405_005.mp3,ato BUtavastuparo vedaBAgo nAstIti vacanam sAhasamAtram
data/test/sp023/sp023-000406_005.mp3,yadapi SAstratAtparyavidAmanukramaRam
data/test/sp023/sp023-000407_005.mp3,tat DarmajijYAsAvizayatvAt viDipratizeDaSAstra aBiprAyam drazwavyam
data/test/sp023/sp023-000408_005.mp3,pravfttinivfttiviDitacCezavyatirekeRa BUtam cedvastUpadiSati BavyArTatvena kUwasTanityam BUtam na upadiSatIti ko hetuH
data/test/sp023/sp023-000409_005.mp3,na hi BUtam upadiSyamAnam kriyA Bavati
data/test/sp023/sp023-000410_005.mp3,akriyAtveऽpi BUtasya kriyAsADanatvAt kriyArTa eva BUtopadeSa iti cet nEza dozaH
data/test/sp023/sp023-000411_005.mp3,kriyArTatvam tu prayojanam tasya
data/test/sp023/sp023-000412_005.mp3,na ca etAvatA vastvanupadizwam Bavati
data/test/sp023/sp023-000413_005.mp3,yadi nAma upadizwam kim tava tena syAditi ucyate
data/test/sp023/sp023-000414_005.mp3,anavagata AtmavastUpadeSaSca taTEva Bavitumarhati
data/test/sp023/sp023-000415_005.mp3,tadavagatyA miTyAjYAnasya saMsArahetornivfttiH prayojanam kriyata ityaviSizwam arTavattvam kriyAsADanavastu upadeSena
data/test/sp023/sp023-000416_005.mp3,iti cEvamAdyA nivfttirupadiSyate
data/test/sp023/sp023-000417_005.mp3,na ca sA kriyA
data/test/sp023/sp023-000418_005.mp3,nApi kriyAsADanam
data/test/sp023/sp023-000419_005.mp3,akriyArTAnAm upadeSo anarTakaScet
data/test/sp023/sp023-000420_005.mp3,taccAnizwam
data/test/sp023/sp023-000421_005.mp3,na ca svaBAvaprAptahantyarTAnurAgeRa naYaH Sakyam aprAptakriyArTatvam kalpayitum hananakriyAnivfttyOdAsInyavyatirekeRa
data/test/sp023/sp023-000422_005.mp3,naYaSca eza svaBAvaH yatsvasambanDino aBAvam boDayatIti
data/test/sp023/sp023-000423_005.mp3,aBAvabudDiSca OdAsInyakAraRam
data/test/sp023/sp023-000424_005.mp3,sA ca dagDenDana agnivat svayameva upaSAmyati
data/test/sp023/sp023-000425_005.mp3,tasmAt prasaktakriyAnivfttyOdAsInyameva brAhmaRo na hantavyaH ityAdizu pratizeDArTam manyAmahe
data/test/sp023/sp023-000426_005.mp3,anyatra prajApativratAdiByaH
data/test/sp023/sp023-000427_005.mp3,tasmAt puruzArTa anupayogi upAKyAnAdiBUtArTavAda vizayam AnarTakyABiDAnam drazwavyam
data/test/sp023/sp023-000428_005.mp3,yadapi uktam kartavyaviDi anupraveSamantareRa vastumAtramucyamAnam anarTakam syAt saptadvIpA vasumatI ityAdivaditi tatparihftam
data/test/sp023/sp023-000429_005.mp3,rajjuriyam nAyam sarpaH iti vastumAtrakaTaneऽpi prayojanasya dfzwatvAt
data/test/sp023/sp023-000430_005.mp3,nanu SrutabrahmaRoऽpi yaTApUrvam saMsAritvadarSanAt na rajju svarUpakaTanavat arTavattvamityuktam
data/test/sp023/sp023-000431_005.mp3,atra ucyate na avagatabrahmAtmaBAvasya yaTApUrvam saMsAritvam Sakyam darSayitum vedapramARajanitabrahmAtmaBAvaviroDAt
data/test/sp023/sp023-000432_005.mp3,na hi SarIrAdi AtmABimAnino duHKaBayAdimattvam dfzwamiti tasyEva vedapramARajanitabrahmAtmAvagame tadaBimAnanivfttO tadeva miTyAjYAnanimittam duHKaBayAdimattvam BavatIti Sakyam kalpayitum
data/test/sp023/sp023-000433_005.mp3,na hi Danino gfhasTasya DanABimAnino Dana apahAranimittam duHKam dfzwamiti tasyEva pravrajitasya DanABimAnarahitasya tadeva Dana apahAranimittam duHKam Bavati
data/test/sp023/sp023-000434_005.mp3,na ca kuRqalinaH kuRqalitvABimAnanimittam suKam dfzwamiti tasyEva kuRqalaviyuktasya kuRqalitvABimAnarahitasya tadeva kuRqalitvABimAnanimittam suKam Bavati
data/test/sp023/sp023-000435_005.mp3,SarIre patite aSarIratvam syAt na jIvata iti cet na
data/test/sp023/sp023-000436_005.mp3,saSarIratvasya miTyAjYAnanimittatvAt
data/test/sp023/sp023-000437_005.mp3,na hi AtmanaH SarIrAtmABimAnalakzaRam miTyAjYAnam muktvA anyataH saSarIratvam Sakyam kalpayitum
data/test/sp023/sp023-000438_005.mp3,nityam aSarIratvam akarmanimittatvAditi avocAma
data/test/sp023/sp023-000439_005.mp3,tatkftaDarmADarmanimittam saSarIratvamiti cet na
data/test/sp023/sp023-000440_005.mp3,SarIrasambanDasya asidDatvAt DarmADarmayorAtmakftatvAsidDeH SarIrasambanDasya DarmADarmayostatkftatvasya ca itaretara ASrayatvaprasaNgAt
data/test/sp023/sp023-000441_005.mp3,anDaparamparA ezA anAditvakalpanA
data/test/sp023/sp023-000442_005.mp3,kriyAsamavAyABAvAcca AtmanaH kartftvAnupapatteH
data/test/sp023/sp023-000443_005.mp3,sanniDAnamAtreRa rAjapraBftInAm dfzwam kartftvamiti cet na
data/test/sp023/sp023-000444_005.mp3,DanadAnAdi upArjitaBftyasambanDitvAt tezAm kartftvopapatteH
data/test/sp023/sp023-000445_005.mp3,na tu Atmano DanadAnAdivacCarIrAdiBiH svasvAmiBAvasambanDanimittam kiYcit Sakyam kalpayitum
data/test/sp023/sp023-000446_005.mp3,miTyABimAnastu pratyakzaH sambanDahetuH
data/test/sp023/sp023-000447_005.mp3,etena yajamAnatvamAtmano vyAKyAtam
data/test/sp023/sp023-000448_005.mp3,atrAhuH dehAdivyatiriktasyAtmanaH AtmIye dehAdO aham aBimAno gORaH na miTyeti cet na
data/test/sp023/sp023-000449_005.mp3,prasidDavastuBedasya gORatvamuKyatvaprasidDeH
data/test/sp023/sp023-000450_005.mp3,yasya hi prasidDo vastuBedaH yaTA kesarAdimAnAkftiviSezo anvayavyatirekAByAm siMhaSabdapratyayaBANmuKyo anyaH prasidDaH
data/test/sp023/sp023-000451_005.mp3,tataSca anyaH puruzaH prAyikEH krOryaSOryAdiBiH siMhaguREH sampannaH sidDaH tasya tasminpuruze siMhaSabdapratyayO gORO BavataH
data/test/sp023/sp023-000452_005.mp3,na aprasidDavastuBedasya
data/test/sp023/sp023-000453_005.mp3,tasya tu anyatra anyaSabdapratyayO BrAntinimittAveva BavataH na gORO
data/test/sp023/sp023-000454_005.mp3,yaTA mandAnDakAre sTARurayamiti agfhyamARaviSeze puruzaSabdapratyayO sTARuvizayO
data/test/sp023/sp023-000455_005.mp3,yaTA vA SuktikAyAm asmat rajatam idamiti niScitO SabdapratyayO tadvaddehAdisaNGAte ahamiti nirupacAreRa SabdapratyayO AtmAnAtmAvivekena utpadyamAnO kaTam gORO SakyO vaditum
data/test/sp023/sp023-000456_005.mp3,AtmAnAtma vivekinAmapi paRqitAnAm ajAvipAlAnAmiva aviviktO SabdapratyayO BavataH
data/test/sp023/sp023-000457_005.mp3,tasmAt dehAdivyatirikta AtmAstitvavAdinAm dehAdO ahampratyayo miTyEva na gORaH
data/test/sp023/sp023-000458_005.mp3,tasmAt miTyApratyayanimittatvAt saSarIratvasya sidDam jIvatoऽpi viduzo aSarIratvam
data/test/sp023/sp023-000459_005.mp3,taTA ca brahmavidvizayA SrutiH
data/test/sp023/sp023-000460_005.mp3,tasmAt na avagatabrahmAtmaBAvasya yaTApUrvam saMsAritvam
data/test/sp023/sp023-000461_005.mp3,yasya tu yaTApUrvam saMsAritvam nAsO avagatabrahmAtmaBAva ityanavadyam
data/test/sp023/sp023-000462_005.mp3,yatpunaruktam SravaRAtparAcInayor manananidiDyAsanayor darSanAt viDiSezatvam brahmaRaH
data/test/sp023/sp023-000463_005.mp3,na svarUpaparyavasAyitvamiti tanna
data/test/sp023/sp023-000464_005.mp3,SravaRavat avagatyarTatvAt manananidiDyAsanayoH
data/test/sp023/sp023-000465_005.mp3,yadi hi avagatam brahma anyatra viniyujyeta BavettadA viDiSezatvam
data/test/sp023/sp023-000466_005.mp3,na tu tadasti manananidiDyAsanayorapi SravaRavat avagatyarTatvAt
data/test/sp023/sp023-000467_005.mp3,tasmAt na pratipattiviDivizayatayA SAstrapramARakatvam brahmaRaH samBavatItyataH svatantrameva brahma SAstrapramARakam vedAntavAkyasamanvayAditi sidDam
data/test/sp023/sp023-000468_005.mp3,iti tadvizayaH pfTakSAstra AramBa upapadyate
data/test/sp023/sp023-000469_005.mp3,AraByamARam ca evamAraByeta
data/test/sp023/sp023-000470_005.mp3,brahmAtma Ekya avagatistu apratijYAteti tadarTo yuktaH SAstrAramBaH
data/test/sp023/sp023-000471_005.mp3,aTAto brahmajijYAsA iti
data/test/sp023/sp023-000472_005.mp3,tasmAt aham brahmAsmItyetadavasAnA eva sarve viDayaH sarvARi ca itarARi pramARAni
data/test/sp023/sp023-000473_005.mp3,na hi aheya anupAdeya advEtAtmAvagatO satyAm
data/test/sp023/sp023-000474_005.mp3,nirvizayARi apramAtfkARi ca pramARAni Bavitumarhanti iti
data/test/sp023/sp023-000475_006.mp3,evam tAvat vedAntavAkyAnAm brahmAtma avagatiprayojanAnAm brahmAtmani tAtparyeRa samanvitAnAm antareRApi kAryAnupraveSam brahmaRi paryavasAnamuktam
data/test/sp023/sp023-000476_006.mp3,brahma ca sarvajYam sarvaSakti jagadutpattisTitilayakAraRamityuktam
data/test/sp023/sp023-000477_006.mp3,sANKyAdayastu parinizWitam vastu pramARAntaragamyameva iti manyamAnAH praDAnAdIni kAraRAntarARi anumimAnAH tatparatayEva vedAntavAkyAni yojayanti
data/test/sp023/sp023-000478_006.mp3,sarvezveva vedAntavAkyezu sfzwivizayezu anumAnenEva kAryeRa kAraRam lilakzayizitam
data/test/sp023/sp023-000479_006.mp3,praDAnapuruzasaMyogA anitya anumeyA iti sANKyA manyante
data/test/sp023/sp023-000480_006.mp3,evam anyeऽpi tArkikAH vAkyABAsayuktyABAsAvazwamBAH pUrvapakzavAdinaH iha uttizWante
data/test/sp023/sp023-000481_006.mp3,tatra padavAkyapramARajYena AcAryeRa vedAntavAkyAnAm brahmAtma avagatiparatvapradarSanAya vAkyABAsayuktyABAsapratipattayaH pUrvapakzIkftya nirAkriyante
data/test/sp023/sp023-000482_006.mp3,tatra sANKyAH praDAnam triguRam acetanam svatantram jagataH kAraRamiti manyamAnA AhuH
data/test/sp023/sp023-000483_006.mp3,yAni vedAntavAkyAni sarvajYasya sarvaSakterbrahmaRo jagatkAraRatvam pradarSayantItyavocaH
data/test/sp023/sp023-000484_006.mp3,tAni praDAnakAraRapakzeऽpi yojayitum Sakyante
data/test/sp023/sp023-000485_006.mp3,sarvaSaktitvam tAvat praDAnasyApi svavikAravizayam upapadyate
data/test/sp023/sp023-000486_006.mp3,evam sarvajYatvamapi upapadyate
data/test/sp023/sp023-000487_006.mp3,kaTam yattvam jYAnam manyase sa sattvaDarmaH
data/test/sp023/sp023-000488_006.mp3,tena ca sattvaDarmeRa jYAnena kAryakaraRavantaH puruzAH sarvajYA yoginaH prasidDAH
data/test/sp023/sp023-000489_006.mp3,sattvasya hi niratiSayotkarze sarvajYatvam prasidDam
data/test/sp023/sp023-000490_006.mp3,na kevalasya akAryakaraRasya puruzasya upalabDimAtrasya sarvajYatvam kiYcijjYatvam vA kalpayitum Sakyam
data/test/sp023/sp023-000491_006.mp3,triguRatvAttu praDAnasya sarvajYAnakAraRaBUtam sattvam praDAnAvasTAyAmapi vidyata iti praDAnasya acetanasyEva sataH sarvajYatvam upacaryate vedAntavAkyezu
data/test/sp023/sp023-000492_006.mp3,avaSyam ca tvayApi sarvajYam brahma iti aByupagacCatA sarvajYAnaSaktimattvenEva sarvajYatvam aByupagantavyam
data/test/sp023/sp023-000493_006.mp3,na hi sarvadA sarvavizayam jYAnam kurvadeva brahma vartate
data/test/sp023/sp023-000494_006.mp3,taTAhi jYAnasya nityatve jYAnakriyAm prati svAtantryam brahmaRo hIyeta
data/train/sp012/sp012-000001_1.mp3,bAlyAdAraBya tasya sAhasagATAH yEH dfzwAH santi te kadApi tam BIrum na BAvayanti
data/train/sp012/sp012-000002_1.mp3,saH idAnIm BavataH purataH Bayasya SaraRAgateH ca kapawanAwakam aBinayanasti
data/train/sp012/sp012-000003_1.mp3,jAvaLyAH BayaNkaram araRyam prati Bavantam Ahvayanasti
data/train/sp012/sp012-000004_1.mp3,atra niScayena kutantram syAt iti boDitavantaH
data/train/sp012/sp012-000005_1.mp3,svasya SatroH stutim SrutavataH KAnasya ahaNkArasya mahAn AGAtaH jAtaH
data/train/sp012/sp012-000006_1.mp3,tAn nAyakAn rozeRa nindan saH aPjalaKAnasya parAkramavizaye BavantaH anaBijYAH santi
data/train/sp012/sp012-000007_1.mp3,mama kroDam dfzwvA sEtAn piSAcaH eva kampate
data/train/sp012/sp012-000008_1.mp3,evam sTite va SivarAjaH
data/train/sp012/sp012-000009_1.mp3,mama kroDAgneH darSanena eva jAvaLI araRyam BasmasAt Bavet iti uktavAn
data/train/sp012/sp012-000010_1.mp3,gopinATavaryeRa svavARyA aBinayacAturyeRa ca KAnasya yat praSaMsanam kftamAsIt tat sArTakam jAtam
data/train/sp012/sp012-000011_1.mp3,mama sEnye vidyamAnaH nAyakaH koऽpi mama upadeSarUpam OdDatyam na pradarSayet iti kaWorAjYAm eva vihitavAn KAnaH
data/train/sp012/sp012-000012_1.mp3,tena kecana ugram daRqitAH api
data/train/sp012/sp012-000013_1.mp3,mUrKasya upadeSaH SilayA SirasaH Gawwanam iva Kalu
data/train/sp012/sp012-000014_1.mp3,upadeSam kftavataH eva kzataH
data/train/sp012/sp012-000015_1.mp3,KAnastu SivarAjasya melanArTam atikAtaraH AsIt
data/train/sp012/sp012-000016_1.mp3,jAvaLIm prati prasTAnam Bavatu iti sEnyam AdizwavAn saH
data/train/sp012/sp012-000017_1.mp3,pratApagaqasya upari SivamahArAjaH api atyantam utsukatayA gopInATa pantam pratIkzamARaH AsIt
data/train/sp012/sp012-000018_1.mp3,parvatam Aruhya pantaH durgam prAptavAn
data/train/sp012/sp012-000019_1.mp3,bijApure pravfttam pratyakzaram vivftavAn saH
data/train/sp012/sp012-000020_1.mp3,KAnasya sanDeH antarArTaH mahArAjena avagataH
data/train/sp012/sp012-000021_1.mp3,kiYcitkAlAt pUrvam SfNgArapurarAjavizaye yaTA kftam
data/train/sp012/sp012-000022_1.mp3,taTA sanDeH vyAjena vaYcanam hananam ca karaRIyam iti saH cintayati iti tena jYAtam
data/train/sp012/sp012-000023_1.mp3,KAnasya senAsAmarTyasya pUrRA kalpanA api SivarAjena prAptA AsIt
data/train/sp012/sp012-000024_1.mp3,itivfttam uktvA gopInATavaryaH svasya nizkarzam asUcayat KAnasya uddeSaH duzpreritaH asti
data/train/sp012/sp012-000025_1.mp3,aham tam anunayena jAvaLIm prati AnayizyAmi
data/train/sp012/sp012-000026_1.mp3,BavAn ekAkI eva saDEryam tena militvA tam mArayatu
data/train/sp012/sp012-000027_1.mp3,tasya sEnyam DUlIsAt karotu ca iti
data/train/sp012/sp012-000028_1.mp3,etat SivarAjena sammatam
data/train/sp012/sp012-000029_1.mp3,anyaTA tena durgAt durgam prati kUrdanam kurvatA SatrusEnyasya kzatiH cintanIyA AsIt
data/train/sp012/sp012-000030_1.mp3,sAhasasya AtmaviSvAsasya vijagIzupravftteH mUrtasvarUpAya SivarAjamahArAjAya gopInATapantasya sA sUcanA priyA jAtA
data/train/sp012/sp012-000031_1.mp3,ityatra AScaryam kim
data/train/sp012/sp012-000032_1.mp3,mahArAjaH gopInATavaryam punaH KAnasya samIpam prezitavAn KAnasya Agamanam dfQIkartum
data/train/sp012/sp012-000033_1.mp3,punaSca gopinATavaryaH KAnam dfzwavAn
data/train/sp012/sp012-000034_1.mp3,mahArAjasya BayaBItamanasTitim saH vivftavAn
data/train/sp012/sp012-000035_1.mp3,tadA KAnaH SivarAjena Bayam anuBavitavyam nAsti
data/train/sp012/sp012-000036_1.mp3,tasya durgARi tasmE eva dAsyAmi aham
data/train/sp012/sp012-000037_1.mp3,aham eva jAvaLIm AgamizyAmi iti avadat
data/train/sp012/sp012-000038_1.mp3,KAnasya gajAH uzwrAH aSvAH sEnyam vipaRyaH ca jAvaLIdiSi prasTitAH
data/train/sp012/sp012-000039_1.mp3,trimElmitam parvatam Aruhya daSamElmitam araRyam krAntvA punaH trimElmite kaWine pradeSe avatIrRam cet pratApadurgasya aDoBAgaH prAptum SakyaH AsIt
data/train/sp012/sp012-000040_1.mp3,sEnyasya vastUni AhArapadArTAH ca pfzWena UQvA parvatArohaRam kurvadBiH gajozwraSibikABiH anuBUtam kazwam allAhaH eva jAnIyAt
data/train/sp012/sp012-000041_1.mp3,tezAm SarIram raktasiktam aBavat
data/train/sp012/sp012-000042_1.mp3,parvatArohaRasamaye gajAnAm pAdAGAtEH patantIByaH mahASilAByaH ArohaRaratAH sEnikAH kzatagrastAH Bavanti sma
data/train/sp012/sp012-000043_1.mp3,bijApurasya vilAsisEnyena kadApi etAdfSam kazwam na anuBUtamAsIt
data/train/sp012/sp012-000044_1.mp3,SrAntAH sEnikAH procCvasanti sma
data/train/sp012/sp012-000045_1.mp3,antato gatvA mahAbaleSvaram krAntvA KAnaH koyanAKAtam prAptavAn
data/train/sp012/sp012-000046_1.mp3,idAnIm jAvaLIpradeSaH mama hastagataH aBavat iti cintayan KAnaH santuzwaH
data/train/sp012/sp012-000047_1.mp3,pratApadurgAt ekamElamite dUre KAnaH Sibiram sTApitavAn
data/train/sp012/sp012-000048_1.mp3,KAnasEnyasya jalAhAravyavasTA SivamahArAjena eva kftA
data/train/sp012/sp012-000049_1.mp3,pratApadurge sarvezAm nidrA apagatA AsIt
data/train/sp012/sp012-000050_1.mp3,vyAkulatA vyAkulatA sarvatra vyAkulatA eva
data/train/sp012/sp012-000051_1.mp3,mahatI sajjatA pracalantI AsIt
data/train/sp012/sp012-000052_1.mp3,laGIyasi api aMSe sUkzmapariSIlanam AsIt SivamahArAjasya
data/train/sp012/sp012-000053_1.mp3,KAnasya melanam kutra Bavet melanamaRqapasya SoBA kaTam syAt svasya veSaH kaH syAt
data/train/sp012/sp012-000054_1.mp3,ityAdInAm vizaye saH yojanAbadDam cintanam kurvan AsIt
data/train/sp012/sp012-000055_1.mp3,etena saha KAnasya calanavalanavizaye api tIkzRA dfzwiH tu AsIdeva
data/train/sp012/sp012-000056_1.mp3,tAdfSam vivaraRam gUQacarARAm dvArA Jawiti jYAtum vyavasTA kftA AsIt tena
data/train/sp012/sp012-000057_1.mp3,atra pratApadurge sarvaviDasannAhAH pracalanti sma
data/train/sp012/sp012-000058_1.mp3,tAvatA gopInATavaryasya gUQacarAH amUlyAm vArtAm AnItavantaH
data/train/sp012/sp012-000059_1.mp3,yat KAnasya Sibire bijApurataH AgatAH kecana ratnavaRijaH santi
data/train/sp012/sp012-000060_1.mp3,vajravEQUryARAm rASiH eva AnItaH asti tEH iti
data/train/sp012/sp012-000061_1.mp3,etAm vArtAm SrutvA mahArAjaH acintayat yat sUkzmA samasyA kAcit parihftA iti
data/train/sp012/sp012-000062_1.mp3,AgatAnAm atiTInAm tannAma aPjalaKAn aNkuSKAn museKAnapraBftInAm viKyAtanAyakAnAm sammAnanam kaTam karaRIyam iti bahuDA acintayat saH
data/train/sp012/sp012-000063_1.mp3,tAn vaRijaH vastuBiH saha durgasya upari AhUya sarvARi ratnAni kretavyAni
data/train/sp012/sp012-000064_1.mp3,tEH ratnEH eva nAyakAnAm sammAnanam Bavatu iti tena nirRItam
data/train/sp012/sp012-000065_1.mp3,tadAraBya antimatantrayudDam ArabDam
data/train/sp012/sp012-000066_1.mp3,melanArTam SivarAjaH jAvaLI pradeSasya svasya senASibiram prati AgacCet iti KAnaH vArtAm prezitavAn
data/train/sp012/sp012-000067_1.mp3,kintu tatra gatam cet sarvanASaH sammuKIkftaH iti SivarAjaH spazwatayA jAnAti sma
data/train/sp012/sp012-000068_1.mp3,ataH kOSalyapUrvakam KAnaH pratApadurgasya aDaH AhvAtavyaH ityetadarTam punaSca gopInATavaryaH KAnena melitum prasTitavAn
data/train/sp012/sp012-000069_1.mp3,punaSca saH SivamahArAjaH kaTam BItaH asti iti vivfRvan
data/train/sp012/sp012-000070_1.mp3,Bavati nivedanam asti yadBavAn ekAkI Agatya durgasya aDaH milatu iti muKyam vizayam prastutavAn
data/train/sp012/sp012-000071_1.mp3,tat SrutvA KAnaH api BItaH
data/train/sp012/sp012-000072_1.mp3,kintu gopInATavaryaH vinayam pradarSayan kramaSaH melanasya yojanAm vivftavAn
data/train/sp012/sp012-000073_1.mp3,ante etAdfSAya snehamelanAya sEnyasya kA AvaSyakatA
data/train/sp012/sp012-000074_1.mp3,tat yatra asti tatrEva Bavatu
data/train/sp012/sp012-000075_1.mp3,BavAn saSastraH san SibikAm Aruhya daSaBiH SastrasajjEH aNgarakzakEH saha AgacCatu
data/train/sp012/sp012-000076_1.mp3,daSa aNgarakzakAH bARapatanadUre tizWantu
data/train/sp012/sp012-000077_1.mp3,anantaram snehamaye vAtAvaraRe parasparamelanam Bavatu iti melanasya vivaraRam uktavAn
data/train/sp012/sp012-000078_1.mp3,KAnAya ezA sUcanA arocata
data/train/sp012/sp012-000079_1.mp3,saH SivarAjasya melanArTam atIva samutsukaH AsIt
data/train/sp012/sp012-000080_1.mp3,gopinATavaryaH tasya lABAnvayanam kftavAn
data/train/sp012/sp012-000081_1.mp3,saH ratnavaRijaH na vismftavAn AsIt
data/train/sp012/sp012-000082_1.mp3,AgateByaH mAnyeByaH aTitiByaH upAyanam dAtum AnukUlyam yaTA syAt taTA ratnavaRijaH api durgasya upari prezaRIyAH ityapi niveditavAn
data/train/sp012/sp012-000083_1.mp3,etena KAnasya ahaNkAraH itoऽpi pravfdDaH
data/train/sp012/sp012-000084_1.mp3,mama vizaye kiyatI BaktiH SivarAjasya aho kiyAn vinayaH iti cintayan KAnaH Jawiti anumatim dattavAn
data/train/sp012/sp012-000085_1.mp3,vaRijaH api santuzwAH
data/train/sp012/sp012-000086_1.mp3,yataH tezAm vastUnAm mahAgrAhakaH eva labDaH AsIt
data/train/sp012/sp012-000087_1.mp3,sarveऽpi sotsAham vastuBiH saha durgasya upari prasTitAH
data/train/sp012/sp012-000088_1.mp3,vinA Sramam durgasyopari AgatAm lakzmIm dfzwavataH mahArAjasya netre prakASamAne jAte
data/train/sp012/sp012-000089_1.mp3,vaRigByaH uttamA vasativyavasTA upakalpitA
data/train/sp012/sp012-000090_1.mp3,ratnarASeH api yogyAm vyavasTAm kftavAn
data/train/sp012/sp012-000091_1.mp3,KAnena saha melanAnantaram sarvasya api mUlyam dAsyAmi iti mahArAjaH aBivacanam dattavAn
data/train/sp012/sp012-000092_1.mp3,bahuDA vicintya melanasya sTAnam kim Bavitum arhati iti SivamahArAjena niScitam AsIt
data/train/sp012/sp012-000093_1.mp3,tat sTAnam prAptum kiYcit ArohaRam karaRIyam AsIt
data/train/sp012/sp012-000094_1.mp3,tatra nirmitam pawagfham paritaH jAyamAnam calanavalanam ca dargasya uparizwAt drazwum Sakyam AsIt
data/train/sp012/sp012-000095_1.mp3,kintu KAnasya SibirAt koऽpi vizayaH jYAtum aSakyaH AsIt
data/train/sp012/sp012-000096_1.mp3,KAnaH vidroham kartum icCet cedapi na SakyamAsIt
data/train/sp012/sp012-000097_1.mp3,durgasTAH sarvAH SilAH izwikAH ca jAgarUkAH Asan
data/train/sp012/sp012-000098_1.mp3,mahArAjasya svarAjyasya ca surakzAyE tAsAm mUkaprArTanA pracalati sma
data/train/sp012/sp012-000099_1.mp3,melanasya dinamapi niScitam
data/train/sp012/sp012-000100_1.mp3,mArgaSIrzaSuklasaptamyAm guruvAsare tannAma Unazazwyuttara zoqaSa tamavarzasya navambarmAsasya daSame dinANke melanam
data/train/sp012/sp012-000101_1.mp3,tezu dinezu mahArAzwrasya gfhe gfhe KaRqobAdevasya dIpArADanam pracalati sma
data/train/sp012/sp012-000102_2.mp3,melanasya pUrvadinam uditam
data/train/sp012/sp012-000103_2.mp3,durgasTam pratihfdayam kedAreSvaram BavAnIm ca prArTayati sma deva asmAkam mahArAjam rakzatu iti
data/train/sp012/sp012-000104_2.mp3,SivamahArAjastu SAntacittaH AsIt
data/train/sp012/sp012-000105_2.mp3,svarAjyasya itarezu durgezu SAsanavyavahAraH yaTApUrvam sucArutayA pracalati sma
data/train/sp012/sp012-000106_2.mp3,tAdfSyAm apAyaparisTitO api
data/train/sp012/sp012-000107_2.mp3,SivarAjasya sarvARi mitrARi ekatra sammilitAni Asan
data/train/sp012/sp012-000108_2.mp3,SivarAjaH tezAm prARAnAm prARAH iva
data/train/sp012/sp012-000109_2.mp3,tezAm manasi idAnIm kroDa pratIkAra vIraSrI nizWAdayaH BAvAH jAgaritAH Asan
data/train/sp012/sp012-000110_2.mp3,tAnAjimAlasure kAnhojijeDe moropantapiNgaLe bAbAjiBosale ityAdayaH
data/train/sp012/sp012-000111_2.mp3,nAyakAH kim karaRIyam iti sUcitAH Asan
data/train/sp012/sp012-000112_2.mp3,rAtriH jAtA
data/train/sp012/sp012-000113_2.mp3,kAlarAtriH sA
data/train/sp012/sp012-000114_2.mp3,SivamahArAjaH SatravaH yaTA na jAnIyuH taTA Sastram gfhItvA pratIkzAm kurvantu
data/train/sp012/sp012-000115_2.mp3,KAnaH dattam vacanam na pAlayati cet vaYcayati cet ca durgasya upari raRaBerI ninAditA Bavizyati
data/train/sp012/sp012-000116_2.mp3,trivAram mahABuzuRqeH garjanam Bavizyati
data/train/sp012/sp012-000117_2.mp3,anukzaRam KAnasEnyasya upari AkramaRam kftvA tasya sEnyam uDvastam kurvantu
data/train/sp012/sp012-000118_2.mp3,SaraRAgatAnAm upari hastaH na unnetavyaH iti sarvAn sEnikAn AdizwavAn
data/train/sp012/sp012-000119_2.mp3,mahArAjaH premRA sarveByaH ApracCanam prAptavAn
data/train/sp012/sp012-000120_2.mp3,te gahanAraRye KAnasEnyam paritaH sarpaH iva Avftya niHSabdarUpeRa pratIkzAyAm niratAH Asan
data/train/sp012/sp012-000121_2.mp3,azwa GaRwAH yAvat mOnena gAQAnDakAre upavezwavyam AsIt tEH
data/train/sp012/sp012-000122_2.mp3,kiYcit saMSayaH Bavati cet api sarvanASaH eva
data/train/sp012/sp012-000123_2.mp3,ekEkasya sEnikasya skanDe api tAvat eva dAyittvam AsIt yAvat SivarAjasya syAt
data/train/sp012/sp012-000124_2.mp3,netAjipAlakaraH KAnasEnyam paritaH anucarEH saha Agatya upasTitaH AsIt
